,group,pro_inter,pro_homic,pro_maxtemp,pro_humid,pro_precip,pro_luna,total_festivos,pro_multas,pro_indexheat,out_pro_multas,out_pro_homic,out_pro_humid,out_pro_indexheat,out_pro_inter,out_pro_maxtemp,out_pro_precip
182,183,6.57142857142857,0.714285714285714,33.2857142857143,82.0,1,0.454285714285714,1,7.85714285714286,31.7403714285714,0,0,0,0,0,0,0
183,184,10.0,1.28571428571429,34.7142857142857,78.5714285714286,0,0.0371428571428571,0,3.57142857142857,33.7053142857143,0,0,0,0,0,0,0
184,185,9.28571428571429,0.857142857142857,34.8571428571429,76.5714285714286,0,0.371428571428571,0,1.85714285714286,34.1439428571429,0,0,0,0,0,0,0
185,186,8.42857142857143,1.0,35.0,76.2857142857143,0,0.928571428571429,1,2.42857142857143,33.0436428571429,0,0,0,0,0,0,0
186,187,9.57142857142857,0.714285714285714,34.5714285714286,79.5714285714286,1,0.6,0,2.71428571428571,33.0757714285714,0,0,0,0,0,0,0
187,188,11.1428571428571,1.57142857142857,34.1428571428571,79.8571428571429,0,0.0757142857142857,1,10.1428571428571,33.6510857142857,1,0,0,0,0,0,0
188,189,8.28571428571429,1.0,32.4285714285714,80.8571428571429,1,0.247142857142857,0,12.2857142857143,32.0871714285714,1,0,0,0,0,0,0
189,190,11.0,0.857142857142857,33.7142857142857,83.8571428571429,1,0.872857142857143,1,14.8571428571429,31.5986714285714,1,0,0,0,0,0,0
190,191,12.2857142857143,0.714285714285714,33.8571428571429,83.2857142857143,1,0.74,0,7.14285714285714,31.4622571428571,0,0,0,0,0,0,0
191,192,11.2857142857143,1.0,34.0,82.4285714285714,1,0.162857142857143,0,9.14285714285714,30.1896571428571,1,0,0,0,0,0,0
192,193,12.0,0.857142857142857,33.7142857142857,83.7142857142857,1,0.147142857142857,0,3.57142857142857,30.8179571428571,0,0,0,0,0,0,0
193,194,11.2857142857143,1.0,33.2857142857143,85.4285714285714,1,0.785714285714286,0,3.28571428571429,33.6378714285714,0,0,0,0,0,0,0
194,195,9.57142857142857,1.28571428571429,35.1428571428571,83.0,0,0.855714285714286,0,7.57142857142857,36.7822142857143,0,0,0,1,0,0,0
195,196,9.42857142857143,1.14285714285714,33.2857142857143,85.0,1,0.287,0,5.28571428571429,32.1818142857143,0,0,0,0,0,0,0
196,197,11.7142857142857,0.857142857142857,34.4285714285714,85.0,1,0.0771428571428571,0,3.85714285714286,34.2877571428571,0,0,0,0,0,0,0
197,198,9.57142857142857,1.0,33.1428571428571,86.8571428571429,1,0.671428571428571,1,6.42857142857143,31.9258,0,0,0,0,0,0,0
198,199,12.0,0.714285714285714,33.5714285714286,86.1428571428571,1,0.932857142857143,0,4.28571428571429,33.4511571428571,0,0,0,0,0,0,0
199,200,9.42857142857143,0.714285714285714,33.7142857142857,86.4285714285714,1,0.437142857142857,0,3.28571428571429,33.5355142857143,0,0,0,0,0,0,0
200,201,9.85714285714286,0.142857142857143,32.0,89.2857142857143,1,0.0514285714285714,1,5.71428571428571,28.9489857142857,0,1,1,0,0,0,0
201,202,7.71428571428571,1.0,33.2857142857143,88.0,1,0.541428571428571,1,8.0,32.8094857142857,0,0,0,0,0,0,0
202,203,11.4285714285714,0.285714285714286,33.4285714285714,83.4285714285714,0,0.96,0,3.57142857142857,34.6747,0,0,0,0,0,0,0
203,204,7.57142857142857,1.42857142857143,33.2857142857143,85.0,0,0.597142857142857,0,5.14285714285714,33.0154,0,0,0,0,0,0,0
204,205,10.7142857142857,0.428571428571429,32.5714285714286,82.2857142857143,0,0.0714285714285714,0,4.71428571428571,31.9334857142857,0,0,0,0,0,0,0
205,206,14.8571428571429,0.571428571428571,32.2857142857143,82.7142857142857,0,0.401428571428571,1,5.85714285714286,32.0025428571429,0,0,0,0,1,0,0
206,207,8.0,0.571428571428571,32.5714285714286,82.0,0,0.937142857142857,0,5.42857142857143,32.4225571428571,0,0,0,0,0,0,0
207,208,10.7142857142857,0.857142857142857,32.2857142857143,77.2857142857143,0,0.741428571428571,1,5.28571428571429,30.0227142857143,0,0,0,0,0,0,0
208,209,11.0,1.85714285714286,32.7142857142857,79.4285714285714,0,0.144157142857143,1,1.71428571428571,31.7243428571429,0,0,0,0,0,0,0
209,210,6.28571428571429,0.714285714285714,32.2857142857143,78.4285714285714,0,0.267085714285714,1,1.71428571428571,30.9837428571429,0,0,0,0,0,0,0
210,211,9.57142857142857,1.28571428571429,32.1428571428571,75.7142857142857,0,0.866871428571429,0,3.57142857142857,30.2640428571429,0,0,0,0,0,0,0
211,212,10.0,0.714285714285714,31.8571428571429,80.7142857142857,0,0.858928571428571,0,1.85714285714286,30.5057571428571,0,0,0,0,0,0,0
212,213,11.2857142857143,1.14285714285714,32.0,79.8571428571429,0,0.253771428571429,0,3.71428571428571,29.4822285714286,0,0,0,0,0,0,0
213,214,9.57142857142857,1.0,32.1428571428571,79.1428571428571,0,0.153214285714286,0,3.42857142857143,29.0002142857143,0,0,0,0,0,0,0
214,215,9.14285714285714,0.428571428571429,32.5714285714286,81.1428571428571,0,0.753685714285714,0,2.85714285714286,30.5442,0,0,0,0,0,0,0
215,216,13.7142857142857,1.0,32.8571428571429,79.1428571428571,0,0.933285714285714,0,2.0,29.9126857142857,0,0,0,0,0,0,0
216,217,12.4285714285714,0.714285714285714,32.5714285714286,79.7142857142857,0,0.385671428571429,1,4.0,29.4029714285714,0,0,0,0,0,0,0
217,218,19.1428571428571,2.42857142857143,32.8571428571429,80.4285714285714,0,0.0779428571428571,4,10.4285714285714,30.2954714285714,0,1,0,0,1,0,0
218,219,6.85714285714286,0.714285714285714,33.0,82.0,0,0.609842857142857,0,0.857142857142857,30.0192571428571,0,0,0,0,0,0,0
219,220,11.1428571428571,0.714285714285714,33.0,80.5714285714286,0,0.960271428571429,0,0.428571428571429,31.5700714285714,1,0,0,0,0,0,0
220,221,10.0,1.57142857142857,33.0,81.7142857142857,0,0.522442857142857,0,4.57142857142857,31.9421428571429,0,0,0,0,0,0,0
221,222,12.1428571428571,0.714285714285714,33.1428571428571,80.2857142857143,0,0.0509285714285714,0,2.71428571428571,31.1125857142857,0,0,0,0,0,0,0
222,223,13.2857142857143,1.14285714285714,35.0,80.5714285714286,1,0.452257142857143,0,1.85714285714286,33.2681142857143,0,0,0,0,0,0,0
223,224,10.2857142857143,0.285714285714286,33.2857142857143,79.8571428571429,0,0.937614285714286,2,3.28571428571429,31.4369428571429,0,0,0,0,0,0,0
224,225,7.57142857142857,0.142857142857143,34.8571428571429,81.7142857142857,0,0.652185714285714,3,1.28571428571429,33.1502285714286,0,1,0,0,0,0,0
225,226,12.1428571428571,1.0,35.1428571428571,83.1428571428571,0,0.0717142857142857,1,2.28571428571429,34.5010428571429,0,0,0,0,0,0,0
226,227,9.71428571428571,0.714285714285714,35.1428571428571,82.4285714285714,1,0.301014285714286,0,0.714285714285714,34.0692714285714,0,0,0,0,0,0,0
227,228,12.7142857142857,1.14285714285714,34.1428571428571,80.8571428571429,1,0.867271428571429,0,2.42857142857143,33.8558714285714,0,0,0,0,0,0,0
228,229,12.5714285714286,1.57142857142857,35.4285714285714,82.8571428571429,1,0.767185714285714,0,2.14285714285714,34.5704285714286,0,0,0,0,0,0,0
229,230,9.85714285714286,0.714285714285714,33.8571428571429,81.5714285714286,0,0.133328571428571,1,1.28571428571429,34.5288428571429,0,0,0,0,0,0,0
230,231,11.5714285714286,1.71428571428571,35.0,83.5714285714286,1,0.1745,0,3.0,35.1828428571429,0,0,0,0,0,0,0
231,232,7.42857142857143,0.714285714285714,34.5714285714286,82.4285714285714,0,0.757142857142857,0,2.42857142857143,36.1295142857143,0,0,0,0,0,0,0
232,233,10.8571428571429,0.714285714285714,34.8571428571429,82.1428571428571,0,0.8598,0,1.57142857142857,35.3786142857143,0,0,0,0,0,0,0
233,234,12.8571428571429,1.14285714285714,34.2857142857143,83.5714285714286,1,0.2279,0,2.71428571428571,35.0164714285714,0,0,0,0,0,0,0
234,235,12.5714285714286,1.28571428571429,34.8571428571429,81.7142857142857,0,0.0854857142857143,0,2.42857142857143,34.6894142857143,0,0,0,0,0,0,0
235,236,10.4285714285714,0.857142857142857,34.5714285714286,77.8571428571429,0,0.6211,0,2.14285714285714,34.5390428571429,0,0,0,0,0,0,0
236,237,11.1428571428571,0.857142857142857,34.7142857142857,81.5714285714286,1,0.920785714285714,0,2.42857142857143,34.1414714285714,0,0,0,0,0,0,0
237,238,6.28571428571429,0.857142857142857,36.1428571428571,78.0,1,0.348714285714286,0,2.0,35.8408428571429,0,0,0,0,0,1,0
238,239,10.8571428571429,0.571428571428571,35.2857142857143,78.8571428571429,1,0.0405714285714286,0,1.28571428571429,35.2703571428571,0,0,0,0,0,0,0
239,240,11.2857142857143,0.142857142857143,35.1428571428571,78.1428571428571,0,0.4759,1,2.42857142857143,35.1677714285714,0,1,0,0,0,0,0
240,241,11.5714285714286,1.14285714285714,35.1428571428571,81.4285714285714,0,0.9412,0,0.285714285714286,34.7685428571429,1,0,0,0,0,0,0
241,242,12.0,0.428571428571429,34.5714285714286,79.8571428571429,0,0.4883,1,3.71428571428571,35.4039428571429,0,0,0,0,0,0,0
242,243,9.42857142857143,0.428571428571429,34.2857142857143,85.8571428571429,1,0.0426142857142857,0,1.71428571428571,32.4224714285714,0,0,0,0,0,0,0
243,244,13.4285714285714,1.42857142857143,34.5714285714286,83.7142857142857,1,0.336857142857143,0,2.14285714285714,35.3728142857143,0,0,0,0,0,0,0
244,245,9.57142857142857,1.57142857142857,35.0,85.5714285714286,1,0.916728571428571,0,2.0,35.0187714285714,0,0,0,0,0,0,0
245,246,9.14285714285714,0.571428571428571,33.8571428571429,89.7142857142857,1,0.635185714285714,0,2.42857142857143,31.8236857142857,0,0,1,0,0,0,0
246,247,12.1428571428571,0.714285714285714,34.0,87.4285714285714,1,0.0926,0,2.28571428571429,32.1179,0,0,0,0,0,0,0
247,248,13.5714285714286,1.28571428571429,35.1428571428571,85.0,0,0.215871428571429,0,0.571428571428571,35.2004428571429,0,0,0,0,0,0,0
248,249,10.7142857142857,1.85714285714286,34.2857142857143,88.8571428571429,1,0.850285714285714,0,1.0,32.9567857142857,0,0,1,0,0,0,0
249,250,4.14285714285714,0.714285714285714,33.4285714285714,88.2857142857143,0,0.772485714285714,0,2.42857142857143,33.2087142857143,0,0,0,0,1,0,0
250,251,8.57142857142857,1.14285714285714,34.0,87.0,1,0.188857142857143,0,1.71428571428571,32.3101428571429,0,0,0,0,0,0,0
251,252,7.14285714285714,1.28571428571429,33.8571428571429,88.2857142857143,1,0.122085714285714,0,0.571428571428571,33.2383,0,0,0,0,0,0,0
252,253,8.28571428571429,0.857142857142857,33.2857142857143,87.7142857142857,1,0.750657142857143,1,2.85714285714286,33.3108571428571,0,0,0,0,0,0,0
253,254,6.14285714285714,1.14285714285714,33.0,90.0,1,0.881028571428571,1,1.42857142857143,32.2499428571429,0,0,1,0,0,0,0
254,255,8.42857142857143,1.0,33.4285714285714,87.4285714285714,1,0.3239,0,2.71428571428571,33.0917,0,0,0,0,0,0,0
255,256,6.42857142857143,0.714285714285714,33.7142857142857,85.5714285714286,0,0.0644142857142857,0,0.571428571428571,33.4433,0,0,0,0,0,0,0
256,257,6.42857142857143,1.0,33.5714285714286,84.4285714285714,0,0.628285714285714,0,1.85714285714286,33.6486571428571,0,0,0,0,0,0,0
257,258,10.2857142857143,1.71428571428571,33.0,87.0,1,0.9455,1,4.71428571428571,32.0029714285714,0,0,0,0,0,0,0
258,259,7.14285714285714,0.857142857142857,33.2857142857143,87.7142857142857,1,0.482071428571429,0,2.42857142857143,31.7793714285714,0,0,0,0,0,0,0
259,260,11.4285714285714,1.42857142857143,33.4285714285714,82.5714285714286,0,0.0519714285714286,2,2.42857142857143,33.3006285714286,0,0,0,0,0,0,0
260,261,9.57142857142857,1.0,32.8571428571429,81.4285714285714,0,0.492771428571429,1,4.14285714285714,32.4181142857143,0,0,0,0,0,0,0
261,262,7.28571428571429,1.14285714285714,32.0,77.5714285714286,0,0.958557142857143,1,1.85714285714286,29.9417,0,0,0,0,0,0,0
262,263,8.57142857142857,0.857142857142857,31.4285714285714,83.1428571428571,0,0.641671428571429,0,1.85714285714286,29.4527,0,0,0,0,0,0,0
263,264,10.8571428571429,0.285714285714286,31.8571428571429,83.0,0,0.0904142857142857,0,1.71428571428571,29.9933,0,0,0,0,0,0,0
264,265,10.4285714285714,0.714285714285714,32.2857142857143,81.1428571428571,0,0.354242857142857,0,2.14285714285714,30.1909571428571,0,0,0,0,0,0,0
265,266,15.0,1.57142857142857,32.7142857142857,78.7142857142857,0,0.920757142857143,0,4.28571428571429,31.4958857142857,0,0,0,0,1,0,0
266,267,11.8571428571429,1.42857142857143,32.5714285714286,83.1428571428571,1,0.781271428571429,1,3.42857142857143,29.9537714285714,0,0,0,0,0,0,0
267,268,16.0,0.571428571428571,31.7142857142857,80.8571428571429,0,0.176085714285714,4,9.0,31.7432857142857,0,0,0,0,1,0,0
268,269,8.85714285714286,1.0,33.0,76.7142857142857,0,0.226328571428571,0,0.428571428571429,31.1159857142857,1,0,0,0,0,0,0
269,270,12.0,1.42857142857143,32.0,78.4285714285714,0,0.837342857142857,0,1.85714285714286,31.0845428571429,0,0,0,0,0,0,0
270,271,11.4285714285714,1.71428571428571,31.1428571428571,76.7142857142857,0,0.885571428571429,0,0.857142857142857,29.0206571428571,0,0,0,0,0,0,0
271,272,11.1428571428571,0.857142857142857,31.0,78.7142857142857,0,0.295071428571429,0,1.71428571428571,28.9138571428571,0,0,0,0,0,0,0
272,273,11.7142857142857,0.857142857142857,33.4285714285714,79.1428571428571,1,0.125571428571429,0,2.28571428571429,30.1434285714286,0,0,0,0,0,0,0
273,274,10.2857142857143,1.0,32.5714285714286,82.7142857142857,0,0.716657142857143,2,1.0,31.3493142857143,0,0,0,0,0,0,0
274,275,9.71428571428571,1.0,32.8571428571429,80.8571428571429,0,0.946285714285714,3,2.42857142857143,31.2363285714286,0,0,0,0,0,0,0
275,276,10.0,1.42857142857143,32.8571428571429,82.5714285714286,0,0.429128571428571,0,2.14285714285714,33.0072428571429,0,0,0,0,0,0,0
276,277,11.2857142857143,0.714285714285714,33.5714285714286,82.2857142857143,0,0.0659571428571429,0,0.0,33.1694857142857,1,0,0,0,0,0,0
277,278,9.0,1.14285714285714,37.0,81.5714285714286,0,0.570828571428571,0,2.85714285714286,36.2444428571429,0,0,0,0,0,1,0
278,279,12.0,0.857142857142857,34.7142857142857,80.7142857142857,0,0.959885714285714,1,3.0,35.2808428571429,0,0,0,0,0,0,0
279,280,14.5714285714286,1.28571428571429,34.1428571428571,77.5714285714286,0,0.563042857142857,1,7.0,34.6940428571429,0,0,0,0,0,0,0
280,281,16.7142857142857,1.28571428571429,33.8571428571429,83.4285714285714,1,0.0533714285714286,0,6.85714285714286,32.6767428571429,0,0,0,0,1,0,0
281,282,12.7142857142857,1.14285714285714,33.1428571428571,81.4285714285714,0,0.416157142857143,0,4.14285714285714,33.4886142857143,0,0,0,0,0,0,0
282,283,13.2857142857143,1.57142857142857,35.5714285714286,85.1428571428571,1,0.925571428571429,0,3.42857142857143,34.2855142857143,0,0,0,0,0,0,0
283,284,9.42857142857143,1.0,34.2857142857143,87.2857142857143,1,0.687285714285714,0,7.0,34.0837,0,0,0,0,0,0,0
284,285,11.4285714285714,0.714285714285714,34.7142857142857,81.4285714285714,0,0.0853142857142857,0,5.0,36.0763571428571,0,0,0,0,0,0,0
285,286,12.7142857142857,1.71428571428571,35.0,77.5714285714286,0,0.2711,0,5.14285714285714,35.4492142857143,0,0,0,0,0,0,0
286,287,7.42857142857143,2.0,34.1428571428571,76.8571428571429,0,0.845857142857143,0,7.42857142857143,33.7233142857143,0,1,0,0,0,0,0
287,288,9.57142857142857,1.14285714285714,33.7142857142857,77.2857142857143,0,0.795428571428571,0,4.42857142857143,32.8480857142857,0,0,0,0,0,0,0
288,289,11.2857142857143,0.714285714285714,34.5714285714286,81.2857142857143,0,0.155142857142857,0,4.71428571428571,33.6831,0,0,0,0,0,0,0
289,290,10.5714285714286,2.14285714285714,35.1428571428571,83.4285714285714,1,0.152371428571429,0,5.57142857142857,33.3233285714286,0,1,0,0,0,0,0
290,291,9.42857142857143,1.14285714285714,34.4285714285714,78.1428571428571,0,0.728671428571429,0,3.85714285714286,34.9810285714286,0,0,0,0,0,0,0
291,292,7.28571428571429,1.14285714285714,35.1428571428571,77.7142857142857,1,0.879942857142857,0,3.57142857142857,35.4916571428571,0,0,0,0,0,0,0
292,293,9.42857142857143,1.71428571428571,35.5714285714286,80.4285714285714,1,0.2562,1,7.28571428571429,35.3248428571429,0,0,0,0,0,0,0
293,294,8.14285714285714,0.857142857142857,35.1428571428571,81.0,1,0.0719857142857143,1,7.42857142857143,35.3569857142857,0,0,0,0,0,0,0
294,295,11.7142857142857,1.0,34.4285714285714,81.4285714285714,0,0.587571428571429,0,4.57142857142857,34.7922714285714,0,0,0,0,0,0,0
295,296,11.5714285714286,1.14285714285714,36.5714285714286,79.1428571428571,1,0.930914285714286,0,5.71428571428571,37.5250285714286,0,0,0,1,0,1,0
296,297,9.85714285714286,0.714285714285714,36.2857142857143,81.5714285714286,0,0.382614285714286,0,1.71428571428571,38.1715857142857,0,0,0,1,0,1,0
297,298,10.1428571428571,1.14285714285714,36.0,81.5714285714286,1,0.0368142857142857,0,3.42857142857143,36.6409714285714,0,0,0,1,0,1,0
298,299,11.2857142857143,0.714285714285714,35.7142857142857,84.7142857142857,1,0.439428571428571,0,3.85714285714286,36.1951,0,0,0,0,0,0,0
299,300,10.0,0.714285714285714,35.7142857142857,83.4285714285714,1,0.9389,0,4.0,38.0958,0,0,0,1,0,0,0
300,301,10.4285714285714,1.71428571428571,35.0,81.8571428571429,1,0.526528571428571,0,4.71428571428571,36.9863571428571,0,0,0,1,0,0,0
301,302,8.0,0.714285714285714,33.5714285714286,90.7142857142857,1,0.0503,0,4.28571428571429,33.6988714285714,0,0,1,0,0,0,0
302,303,11.1428571428571,1.57142857142857,35.0,83.7142857142857,0,0.300371428571429,0,3.71428571428571,37.3677428571429,0,0,0,1,0,0,0
303,304,8.57142857142857,0.714285714285714,33.8571428571429,84.1428571428571,0,0.900185714285714,0,2.0,34.3653714285714,0,0,0,0,0,0,0
304,305,9.85714285714286,1.85714285714286,32.7142857142857,86.8571428571429,1,0.674428571428571,1,5.28571428571429,33.0622285714286,0,0,0,0,0,0,0
305,306,10.0,0.857142857142857,33.2857142857143,87.1428571428571,0,0.113328571428571,0,2.57142857142857,34.6323714285714,0,0,0,0,0,0,0
306,307,9.42857142857143,1.71428571428571,32.0,89.5714285714286,0,0.183171428571429,1,3.71428571428571,32.0040285714286,0,0,0,0,0,0,0
307,308,8.57142857142857,1.28571428571429,33.1428571428571,85.1428571428571,0,0.819742857142857,0,3.0,34.1023571428571,0,0,0,0,0,0,0
308,309,10.7142857142857,1.42857142857143,35.0,83.8571428571429,0,0.807157142857143,0,3.71428571428571,35.1720857142857,0,0,0,0,0,0,0
309,310,16.4285714285714,1.71428571428571,33.5714285714286,81.7142857142857,0,0.222571428571429,1,5.57142857142857,34.9590142857143,0,0,0,0,1,0,0
310,311,6.85714285714286,0.857142857142857,34.4285714285714,85.2857142857143,0,0.0978571428571429,0,1.85714285714286,34.2132714285714,0,0,0,0,0,0,0
311,312,10.2857142857143,1.42857142857143,33.8571428571429,78.8571428571429,0,0.708957142857143,1,3.0,34.3985142857143,0,0,0,0,0,0,0
312,313,10.2857142857143,1.42857142857143,32.5714285714286,78.2857142857143,0,0.904828571428571,1,3.85714285714286,31.8699,0,0,0,0,0,0,0
313,314,9.0,1.14285714285714,33.2857142857143,82.8571428571429,0,0.367371428571429,2,3.57142857142857,31.6898857142857,0,0,0,0,0,0,0
314,315,10.2857142857143,1.0,33.5714285714286,80.1428571428571,0,0.0535142857142857,0,6.28571428571429,31.2757142857143,0,0,0,0,0,0,0
315,316,10.7142857142857,1.14285714285714,32.7142857142857,79.7142857142857,0,0.580085714285714,0,4.28571428571429,30.7195428571429,0,0,0,0,0,0,0
316,317,7.57142857142857,1.14285714285714,33.0,77.2857142857143,0,0.954085714285714,0,3.28571428571429,31.0380428571429,0,0,0,0,0,0,0
317,318,11.1428571428571,1.28571428571429,32.7142857142857,79.2857142857143,0,0.528828571428571,1,4.14285714285714,31.1682,0,0,0,0,0,0,0
318,319,18.1428571428571,0.285714285714286,32.7142857142857,79.2857142857143,0,0.0577,4,11.7142857142857,31.5602714285714,1,0,0,0,1,0,0
319,320,8.28571428571429,1.28571428571429,32.0,80.2857142857143,0,0.443542857142857,0,1.57142857142857,31.0774,0,0,0,0,0,0,0
320,321,11.4285714285714,2.0,33.2857142857143,78.5714285714286,0,0.9514,0,2.0,31.8554285714286,0,1,0,0,0,0,0
321,322,10.1428571428571,0.571428571428571,32.8571428571429,77.4285714285714,0,0.684257142857143,0,2.85714285714286,31.2978,0,0,0,0,0,0,0
322,323,9.14285714285714,1.28571428571429,32.8571428571429,76.8571428571429,0,0.112214285714286,0,2.85714285714286,31.8075714285714,0,0,0,0,0,0,0
323,324,9.85714285714286,1.28571428571429,33.5714285714286,75.0,0,0.309928571428571,0,2.71428571428571,31.1509428571429,0,0,0,0,0,0,0
324,325,9.28571428571429,2.0,33.8571428571429,77.2857142857143,0,0.900428571428571,2,4.71428571428571,33.3503571428571,0,1,0,0,0,0,0
325,326,9.28571428571429,0.571428571428571,34.0,76.2857142857143,0,0.814085714285714,3,1.0,32.8437857142857,0,0,0,0,0,0,0
326,327,12.8571428571429,1.0,34.7142857142857,78.0,0,0.209285714285714,0,3.42857142857143,34.2992857142857,0,0,0,0,0,0,0
327,328,12.0,1.57142857142857,34.1428571428571,75.7142857142857,0,0.192214285714286,0,1.14285714285714,33.3577285714286,0,0,0,0,0,0,0
328,329,12.2857142857143,1.42857142857143,34.8571428571429,78.7142857142857,1,0.808071428571429,0,4.14285714285714,34.6584428571429,0,0,0,0,0,0,0
329,330,10.0,0.857142857142857,34.5714285714286,81.4285714285714,1,0.906114285714286,0,2.85714285714286,34.1261142857143,0,0,0,0,0,0,0
330,331,11.4285714285714,1.14285714285714,34.7142857142857,82.4285714285714,1,0.333342857142857,2,3.28571428571429,34.2283285714286,0,0,0,0,0,0,0
331,332,11.7142857142857,0.714285714285714,33.1428571428571,86.1428571428571,1,0.104928571428571,0,4.0,34.6589428571429,0,0,0,0,0,0,0
332,333,11.7142857142857,0.857142857142857,34.7142857142857,85.1428571428571,1,0.6829,0,2.57142857142857,38.6138,0,0,0,1,0,0,0
333,334,10.4285714285714,1.28571428571429,35.4285714285714,84.4285714285714,0,0.954528571428571,0,2.14285714285714,37.2130714285714,0,0,0,1,0,0,0
334,335,10.0,1.28571428571429,32.5714285714286,87.1428571428571,1,0.4674,0,5.28571428571429,34.1911857142857,0,0,0,0,0,0,0
335,336,13.5714285714286,1.0,33.8571428571429,85.2857142857143,1,0.0591,0,7.42857142857143,34.2206714285714,0,0,0,0,0,0,0
336,337,6.85714285714286,1.71428571428571,33.1428571428571,83.2857142857143,1,0.536442857142857,0,5.0,34.0812142857143,0,0,0,0,0,0,0
337,338,12.4285714285714,1.28571428571429,33.2857142857143,81.4285714285714,1,0.956842857142857,0,5.14285714285714,34.0732,0,0,0,0,0,0,0
338,339,7.85714285714286,0.428571428571429,33.4285714285714,80.5714285714286,0,0.598571428571429,0,3.0,34.5324,0,0,0,0,0,0,0
339,340,11.5714285714286,1.14285714285714,33.8571428571429,79.4285714285714,0,0.0586285714285714,0,5.57142857142857,34.2490857142857,0,0,0,0,0,0,0
340,341,9.85714285714286,0.285714285714286,34.5714285714286,77.0,0,0.384071428571429,0,2.85714285714286,35.3021428571429,0,0,0,0,0,0,0
341,342,13.8571428571429,1.85714285714286,33.0,81.5714285714286,1,0.912214285714286,0,3.42857142857143,33.4508428571429,0,0,0,0,0,0,0
342,343,11.5714285714286,1.0,34.4285714285714,77.0,0,0.718857142857143,0,3.0,33.7317285714286,0,0,0,0,0,0,0
343,344,11.2857142857143,1.28571428571429,34.2857142857143,80.1428571428571,1,0.100714285714286,0,1.71428571428571,34.0858142857143,0,0,0,0,0,0,0
344,345,12.0,1.28571428571429,34.4285714285714,80.1428571428571,0,0.243385714285714,1,2.57142857142857,36.2937,0,0,0,0,0,0,0
345,346,12.5714285714286,0.857142857142857,34.5714285714286,79.1428571428571,1,0.822985714285714,1,3.42857142857143,35.0149428571429,0,0,0,0,0,0,0
346,347,9.42857142857143,0.714285714285714,34.2857142857143,77.0,0,0.821871428571429,0,2.57142857142857,35.3554142857143,0,0,0,0,0,0,0
347,348,11.7142857142857,1.28571428571429,33.7142857142857,79.1428571428571,1,0.179428571428571,0,2.57142857142857,33.5121857142857,0,0,0,0,0,0,0
348,349,11.4285714285714,1.0,33.5714285714286,83.7142857142857,1,0.131057142857143,0,3.14285714285714,33.4028571428571,0,0,0,0,0,0,0
349,350,10.4285714285714,0.857142857142857,34.0,85.4285714285714,1,0.6972,0,2.14285714285714,34.0834714285714,0,0,0,0,0,0,0
350,351,9.42857142857143,1.14285714285714,32.5714285714286,84.4285714285714,1,0.898871428571429,0,2.28571428571429,34.2851857142857,0,0,0,0,0,0,0
351,352,9.28571428571429,0.285714285714286,34.0,82.2857142857143,0,0.288742857142857,0,2.0,35.3673857142857,0,0,0,0,0,0,0
352,353,10.7142857142857,1.14285714285714,32.0,87.5714285714286,1,0.0593857142857143,0,0.857142857142857,30.9596857142857,0,0,0,0,0,0,0
353,354,12.7142857142857,1.71428571428571,32.5714285714286,86.5714285714286,1,0.549442857142857,0,3.28571428571429,32.8385714285714,0,0,0,0,0,0,0
354,355,9.71428571428571,1.14285714285714,33.5714285714286,86.5714285714286,0,0.9386,0,6.14285714285714,32.3235714285714,0,0,0,0,0,0,0
355,356,9.85714285714286,0.285714285714286,33.0,85.1428571428571,0,0.422342857142857,0,3.85714285714286,33.5884,0,0,0,0,0,0,0
356,357,8.85714285714286,0.285714285714286,33.0,86.7142857142857,0,0.0356,1,3.71428571428571,31.5713428571429,0,0,0,0,0,0,0
357,358,11.5714285714286,0.857142857142857,33.2857142857143,84.8571428571429,1,0.398171428571429,0,5.14285714285714,33.5598142857143,0,0,0,0,0,0,0
358,359,9.71428571428571,1.28571428571429,32.2857142857143,87.8571428571429,1,0.931657142857143,1,5.85714285714286,31.5860714285714,0,0,0,0,0,0,0
359,360,10.7142857142857,0.857142857142857,32.5714285714286,85.7142857142857,0,0.570471428571429,0,2.28571428571429,32.2207142857143,0,0,0,0,0,0,0
360,361,9.57142857142857,1.28571428571429,32.0,88.5714285714286,1,0.0627142857142857,0,3.0,31.6307714285714,0,0,1,0,0,0,0
361,362,12.0,1.14285714285714,32.7142857142857,85.7142857142857,0,0.260785714285714,1,4.14285714285714,32.4376428571429,0,0,0,0,0,0,0
362,363,7.71428571428571,1.28571428571429,32.2857142857143,81.1428571428571,0,0.876771428571429,0,2.42857142857143,32.8193142857143,0,0,0,0,0,0,0
363,364,9.28571428571429,1.42857142857143,31.7142857142857,77.0,0,0.716971428571429,0,4.14285714285714,30.8559142857143,0,0,0,0,0,0,0
364,365,11.5714285714286,1.28571428571429,31.7142857142857,79.4285714285714,0,0.139985714285714,1,1.71428571428571,30.5118,0,0,0,0,0,0,0
365,366,4.0,1.0,32.5,82.5,0,0.0111,0,11.0,30.88615,1,0,0,0,1,0,0
